abbreviation	equation	reversible	compartment	lowbnd	uppbnd	obj_coef	rule	subsystem
r_0399	(1) s_0230 <-> (1) s_1377	reversible	NA	-1000.00	1000.00	  0.00	(YJL097W)	
r_0400	(1) s_0446 + (1) s_0653 -> (1) s_0400 + (1) s_1124	irreversible	NA	  0.00	1000.00	  0.00	((YDR147W) or (YLR133W))	
r_0401	(1) s_0655 -> (1) s_0369 + (1) s_0650	irreversible	NA	  0.00	1000.00	  0.00	(YOR126C)	
r_0403	(1) s_0661 <-> (1) s_2531	reversible	NA	-1000.00	1000.00	  0.00	((YDL090C) and (YKL019W))	
r_0404	(1) s_0661 <-> (1) s_2534	reversible	NA	-1000.00	1000.00	  0.00	((YGL155W) and (YKL019W))	
r_0405	(1) s_0850 + (1) s_0195 -> (1) s_0605 + (1) s_0194	irreversible	NA	  0.00	1000.00	  0.00	(YPL069C)	
r_0406	(6) s_1086 + (6) s_0519 + (5) s_1164 + (1) s_1361 -> (6) s_1090 + (7) s_0385 + (5) s_0804	irreversible	NA	  0.00	1000.00	  0.00	(((YGL205W) and (YIL160C) and (YKR009C) and (YLR284C)) or ((YGL205W) and (YIL160C) and (YKR009C) and (YOR180C)))	
r_0407	(1) s_0785 + (7) s_1086 + (7) s_0519 + (7) s_1164 + (1) s_1099 -> (7) s_1090 + (8) s_0385 + (7) s_0804 + (1) s_1095	irreversible	NA	  0.00	1000.00	  0.00	(((YGL205W) and (YIL160C) and (YKR009C) and (YLR284C) and (YNL202W)) or ((YGL205W) and (YIL160C) and (YKR009C) and (YLR284C) and (YNL202W) and (YOR180C)) or ((YGL205W) and (YIL160C) and (YKR009C) and (YNL202W) and (YOR180C)))	
r_0408	(1) s_0785 + (7) s_1086 + (7) s_0519 + (6) s_1164 -> (7) s_1090 + (8) s_0385 + (6) s_0804	irreversible	NA	  0.00	1000.00	  0.00	(((YGL205W) and (YIL160C) and (YKR009C) and (YLR284C)) or ((YGL205W) and (YIL160C) and (YKR009C) and (YOR180C)))	
r_0409	(8) s_1086 + (8) s_0519 + (8) s_1164 + (1) s_1099 + (1) s_1150 -> (8) s_1090 + (9) s_0385 + (8) s_0804 + (1) s_1095	irreversible	NA	  0.00	1000.00	  0.00	(((YGL205W) and (YIL160C) and (YKR009C) and (YLR284C) and (YNL202W)) or ((YGL205W) and (YIL160C) and (YKR009C) and (YLR284C) and (YNL202W) and (YOR180C)) or ((YGL205W) and (YIL160C) and (YKR009C) and (YNL202W) and (YOR180C)))	
r_0410	(8) s_1086 + (8) s_0519 + (7) s_1164 + (1) s_1150 -> (8) s_1090 + (9) s_0385 + (7) s_0804	irreversible	NA	  0.00	1000.00	  0.00	(((YGL205W) and (YIL160C) and (YKR009C) and (YLR284C)) or ((YGL205W) and (YIL160C) and (YKR009C) and (YOR180C)))	
r_0411	(8) s_1086 + (8) s_0519 + (8) s_1164 + (2) s_1099 + (1) s_1130 -> (8) s_1090 + (9) s_0385 + (8) s_0804 + (2) s_1095	irreversible	NA	  0.00	1000.00	  0.00	(((YGL205W) and (YIL160C) and (YKR009C) and (YLR284C) and (YNL202W)) or ((YGL205W) and (YIL160C) and (YKR009C) and (YLR284C) and (YNL202W) and (YOR180C)) or ((YGL205W) and (YIL160C) and (YKR009C) and (YNL202W) and (YOR180C)))	
r_0412	(8) s_1086 + (8) s_0519 + (7) s_1164 + (1) s_1099 + (1) s_1130 -> (8) s_1090 + (9) s_0385 + (7) s_0804 + (1) s_1095	irreversible	NA	  0.00	1000.00	  0.00	(((YGL205W) and (YIL160C) and (YKR009C) and (YLR284C) and (YNL202W)) or ((YGL205W) and (YIL160C) and (YKR009C) and (YNL202W) and (YOR180C)))	
r_0413	(8) s_1086 + (8) s_0519 + (6) s_1164 + (1) s_1130 -> (8) s_1090 + (9) s_0385 + (6) s_0804	irreversible	NA	  0.00	1000.00	  0.00	(((YGL205W) and (YIL160C) and (YKR009C) and (YLR284C)) or ((YGL205W) and (YIL160C) and (YKR009C) and (YOR180C)))	
r_0414	(6) s_1086 + (6) s_0519 + (6) s_1164 + (1) s_1361 + (1) s_1099 -> (6) s_1090 + (7) s_0385 + (6) s_0804 + (1) s_1095	irreversible	NA	  0.00	1000.00	  0.00	(((YGL205W) and (YIL160C) and (YKR009C) and (YLR284C) and (YNL202W)) or ((YGL205W) and (YIL160C) and (YKR009C) and (YLR284C) and (YNL202W) and (YOR180C)) or ((YGL205W) and (YIL160C) and (YKR009C) and (YNL202W) and (YOR180C)))	
r_0415	(3) s_1086 + (3) s_0519 + (1) s_1143 + (3) s_1164 -> (3) s_1090 + (4) s_0385 + (3) s_0804	irreversible	NA	  0.00	1000.00	  0.00	((YGL205W) and (YIL160C) and (YKR009C))	
r_0416	(3) s_1086 + (3) s_0519 + (1) s_1358 + (3) s_1164 -> (3) s_1090 + (3) s_0385 + (3) s_0804 + (1) s_1337	irreversible	NA	  0.00	1000.00	  0.00	((YGL205W) and (YIL160C) and (YKR009C))	
r_0417	(2) s_1096 + (1) s_1005 + (1) s_1133 -> (2) s_1091 + (1) s_0514 + (1) s_0470 + (1) s_0575	irreversible	NA	  0.00	1000.00	  0.00	((YGR037C) and (YKL182W) and (YNR016C) and (YPL231W))	
r_0418	(2) s_1096 + (1) s_1005 + (1) s_0575 -> (2) s_1091 + (1) s_0514 + (1) s_0470 + (1) s_0969	irreversible	NA	  0.00	1000.00	  0.00	((YGR037C) and (YKL182W) and (YNR016C) and (YPL231W))	
r_0419	(2) s_1096 + (1) s_1005 + (1) s_0969 -> (2) s_1091 + (1) s_0514 + (1) s_0470 + (1) s_1029	irreversible	NA	  0.00	1000.00	  0.00	((YGR037C) and (YKL182W) and (YNR016C) and (YPL231W))	
r_0420	(3) s_1096 + (1) s_1160 + (1) s_1005 + (1) s_0969 -> (3) s_1091 + (1) s_0514 + (1) s_0470 + (1) s_1036	irreversible	NA	  0.00	1000.00	  0.00	(YJL196C)	
r_0421	(2) s_1096 + (1) s_1005 + (1) s_1029 -> (2) s_1091 + (1) s_0514 + (1) s_0470 + (1) s_1171	irreversible	NA	  0.00	1000.00	  0.00	((YGR037C) and (YKL182W) and (YNR016C) and (YPL231W))	
r_0422	(3) s_1096 + (1) s_1160 + (1) s_1005 + (1) s_1029 -> (3) s_1091 + (1) s_0514 + (1) s_0470 + (1) s_1178	irreversible	NA	  0.00	1000.00	  0.00	(YJL196C)	
r_0423	(2) s_1096 + (1) s_1005 + (1) s_1171 -> (2) s_1091 + (1) s_0514 + (1) s_0470 + (1) s_1329	irreversible	NA	  0.00	1000.00	  0.00	((YGR037C) and (YKL182W) and (YNR016C) and (YPL231W))	
r_0424	(3) s_1096 + (1) s_1160 + (1) s_1005 + (1) s_1171 -> (3) s_1091 + (1) s_0514 + (1) s_0470 + (1) s_1145	irreversible	NA	  0.00	1000.00	  0.00	(YJL196C)	
r_0425	(6) s_1096 + (3) s_1005 + (1) s_1329 -> (6) s_1091 + (3) s_0514 + (3) s_0470 + (1) s_0988	irreversible	NA	  0.00	1000.00	  0.00	((YCR034W) and (YDL015C) and (YLR372W))	
r_0426	(2) s_1096 + (1) s_1005 + (1) s_0988 -> (2) s_1091 + (1) s_0514 + (1) s_0470 + (1) s_0491	irreversible	NA	  0.00	1000.00	  0.00	((YCR034W) and (YDL015C) and (YLR372W))	
r_0427	(6) s_1096 + (1) s_0380 + (3) s_1005 -> (6) s_1091 + (4) s_0514 + (3) s_0470 + (1) s_1133	irreversible	NA	  0.00	1000.00	  0.00	((YGR037C) and (YKL182W) and (YNR016C) and (YPL231W))	
r_0428	(6) s_1098 + (1) s_0379 + (3) s_0479 -> (3) s_0474 + (6) s_1094 + (1) s_1139	irreversible	NA	  0.00	1000.00	  0.00	((YBR026C) and (YER061C) and (YHR067W) and (YKL055C) and (YKL192C) and (YOR221C))	
r_0429	(2) s_1096 + (1) s_1005 + (1) s_1140 -> (2) s_1091 + (1) s_0514 + (1) s_0470 + (1) s_0582	irreversible	NA	  0.00	1000.00	  0.00	((YGR037C) and (YKL182W) and (YNR016C) and (YPL231W))	
r_0430	(6) s_1096 + (1) s_0380 + (3) s_1005 -> (6) s_1091 + (3) s_0514 + (3) s_0470 + (1) s_1140	irreversible	NA	  0.00	1000.00	  0.00	((YGR037C) and (YKL182W) and (YNR016C) and (YPL231W))	
r_0431	(1) s_0519 + (1) s_0451 + (1) s_0580 <-> (1) s_0585 + (1) s_0437 + (1) s_0610	reversible	NA	-1000.00	1000.00	  0.00	(YER015W)	
r_0432	(1) s_0519 + (1) s_0451 + (1) s_0974 <-> (1) s_0980 + (1) s_0437 + (1) s_0610	reversible	NA	-1000.00	1000.00	  0.00	(YER015W)	
r_0433	(1) s_0446 + (1) s_0514 + (1) s_1171 <-> (1) s_0434 + (1) s_0605 + (1) s_1187	reversible	NA	-1000.00	1000.00	  0.00	((YIL009W) or (YMR246W) or (YOR317W))	
r_0434	(1) s_0519 + (1) s_0451 + (1) s_1176 <-> (1) s_1190 + (1) s_0437 + (1) s_0610	reversible	NA	-1000.00	1000.00	  0.00	(YER015W)	
r_0435	(1) s_0446 + (1) s_0514 + (1) s_1178 <-> (1) s_0434 + (1) s_0605 + (1) s_0782	reversible	NA	-1000.00	1000.00	  0.00	((YIL009W) or (YMR246W) or (YOR317W))	
r_0436	(1) s_0519 + (1) s_0451 + (1) s_1183 <-> (1) s_0785 + (1) s_0437 + (1) s_0610	reversible	NA	-1000.00	1000.00	  0.00	(YER015W)	
r_0437	(1) s_0519 + (1) s_0451 + (1) s_0993 <-> (1) s_1358 + (1) s_0437 + (1) s_0610	reversible	NA	-1000.00	1000.00	  0.00	(YBR041W)	
r_0438	(1) s_0519 + (1) s_0451 + (1) s_0492 <-> (1) s_0781 + (1) s_0437 + (1) s_0610	reversible	NA	-1000.00	1000.00	  0.00	(YBR041W)	
r_0439	(1) s_0446 + (1) s_0514 + (1) s_1329 <-> (1) s_0434 + (1) s_0605 + (1) s_1334	reversible	NA	-1000.00	1000.00	  0.00	((YIL009W) or (YMR246W) or (YOR317W))	
r_0440	(1) s_0446 + (1) s_0514 + (1) s_1145 <-> (1) s_0434 + (1) s_0605 + (1) s_1147	reversible	NA	-1000.00	1000.00	  0.00	((YIL009W) or (YMR246W) or (YOR317W))	
r_0441	(1) s_0446 + (1) s_0514 + (1) s_0995 <-> (1) s_0434 + (1) s_0605 + (1) s_1129	reversible	NA	-1000.00	1000.00	  0.00	((YIL009W) or (YMR246W) or (YOR317W))	
r_0442	(1) s_0519 + (1) s_0451 + (1) s_1138 <-> (1) s_1143 + (1) s_0437 + (1) s_0610	reversible	NA	-1000.00	1000.00	  0.00	(YER015W)	
r_0443	(1) s_0446 + (1) s_0514 + (1) s_1029 <-> (1) s_0434 + (1) s_0605 + (1) s_1044	reversible	NA	-1000.00	1000.00	  0.00	((YIL009W) or (YMR246W) or (YOR317W))	
r_0444	(1) s_0519 + (1) s_0451 + (1) s_1034 <-> (1) s_1047 + (1) s_0437 + (1) s_0610	reversible	NA	-1000.00	1000.00	  0.00	(YER015W)	
r_0445	(1) s_0446 + (1) s_0514 + (1) s_1036 <-> (1) s_0434 + (1) s_0605 + (1) s_1360	reversible	NA	-1000.00	1000.00	  0.00	((YIL009W) or (YMR246W) or (YOR317W))	
r_0446	(1) s_0519 + (1) s_0451 + (1) s_1041 <-> (1) s_1361 + (1) s_0437 + (1) s_0610	reversible	NA	-1000.00	1000.00	  0.00	(YER015W)	
r_0447	(1) s_0975 <-> (1) s_0969	reversible	NA	-1000.00	1000.00	  0.00	((YKL182W) and (YPL231W))	
r_0448	(1) s_1042 <-> (1) s_1029	reversible	NA	-1000.00	1000.00	  0.00	((YKL182W) and (YPL231W))	
r_0449	(1) s_0073 <-> (1) s_1036	reversible	NA	-1000.00	1000.00	  0.00	((YKL182W) and (YPL231W))	
r_0450	(1) s_1185 <-> (1) s_1171	reversible	NA	-1000.00	1000.00	  0.00	((YKL182W) and (YPL231W))	
r_0451	(1) s_0503 <-> (1) s_1178	reversible	NA	-1000.00	1000.00	  0.00	((YKL182W) and (YPL231W))	
r_0452	(1) s_1332 <-> (1) s_1329	reversible	NA	-1000.00	1000.00	  0.00	((YKL182W) and (YPL231W))	
r_0453	(1) s_0505 <-> (1) s_1145	reversible	NA	-1000.00	1000.00	  0.00	((YKL182W) and (YPL231W))	
r_0454	(1) s_1127 <-> (1) s_0995	reversible	NA	-1000.00	1000.00	  0.00	((YKL182W) and (YPL231W))	
r_0455	(2) s_1098 + (1) s_0479 + (1) s_1139 -> (1) s_0474 + (2) s_1094 + (1) s_0581	irreversible	NA	  0.00	1000.00	  0.00	((YBR026C) and (YER061C) and (YHR067W) and (YKL055C) and (YKL192C) and (YOR221C))	
r_0456	(2) s_1098 + (1) s_0479 + (1) s_0581 -> (1) s_0474 + (2) s_1094 + (1) s_0976	irreversible	NA	  0.00	1000.00	  0.00	((YBR026C) and (YER061C) and (YHR067W) and (YKL055C) and (YKL192C) and (YOR221C))	
r_0457	(2) s_1098 + (1) s_0479 + (1) s_0976 -> (1) s_0474 + (2) s_1094 + (1) s_1043	irreversible	NA	  0.00	1000.00	  0.00	((YBR026C) and (YER061C) and (YHR067W) and (YKL055C) and (YKL192C) and (YOR221C))	
r_0458	(3) s_1098 + (1) s_1163 + (1) s_0479 + (1) s_0976 -> (1) s_0474 + (3) s_1094 + (1) s_0074	irreversible	NA	  0.00	1000.00	  0.00	((YBR026C) and (YER061C) and (YHR067W) and (YKL055C) and (YKL192C) and (YOR221C))	
r_0459	(2) s_1098 + (1) s_0479 + (1) s_1043 -> (1) s_0474 + (2) s_1094 + (1) s_1186	irreversible	NA	  0.00	1000.00	  0.00	((YBR026C) and (YER061C) and (YHR067W) and (YKL055C) and (YKL192C) and (YOR221C))	
r_0460	(3) s_1098 + (1) s_1163 + (1) s_0479 + (1) s_1043 -> (1) s_0474 + (3) s_1094 + (1) s_0504	irreversible	NA	  0.00	1000.00	  0.00	((YBR026C) and (YER061C) and (YHR067W) and (YKL055C) and (YKL192C) and (YOR221C))	
r_0461	(2) s_1098 + (1) s_0479 + (1) s_1186 -> (1) s_0474 + (2) s_1094 + (1) s_1333	irreversible	NA	  0.00	1000.00	  0.00	((YBR026C) and (YER061C) and (YHR067W) and (YKL055C) and (YKL192C) and (YOR221C))	
r_0462	(3) s_1098 + (1) s_1163 + (1) s_0479 + (1) s_1186 -> (1) s_0474 + (3) s_1094 + (1) s_0506	irreversible	NA	  0.00	1000.00	  0.00	((YBR026C) and (YER061C) and (YHR067W) and (YKL055C) and (YKL192C) and (YOR221C))	
r_0463	(4) s_1098 + (2) s_1163 + (1) s_0479 + (1) s_1186 -> (1) s_0474 + (4) s_1094 + (1) s_1128	irreversible	NA	  0.00	1000.00	  0.00	((YBR026C) and (YER061C) and (YHR067W) and (YKL055C) and (YKL192C) and (YOR221C))	
r_0464	(2) s_1096 + (1) s_1005 + (1) s_0582 -> (2) s_1091 + (1) s_0514 + (1) s_0470 + (1) s_0977	irreversible	NA	  0.00	1000.00	  0.00	((YGR037C) and (YKL182W) and (YNR016C) and (YPL231W))	
r_0465	(2) s_1096 + (1) s_1005 + (1) s_0977 -> (2) s_1091 + (1) s_0514 + (1) s_0470 + (1) s_1044	irreversible	NA	  0.00	1000.00	  0.00	((YGR037C) and (YKL182W) and (YNR016C) and (YPL231W))	
r_0466	(2) s_1096 + (1) s_1005 + (1) s_1044 -> (2) s_1091 + (1) s_0514 + (1) s_0470 + (1) s_1187	irreversible	NA	  0.00	1000.00	  0.00	((YGR037C) and (YKL182W) and (YNR016C) and (YPL231W))	
r_0467	(2) s_1096 + (1) s_1005 + (1) s_1187 -> (2) s_1091 + (1) s_0514 + (1) s_0470 + (1) s_1334	irreversible	NA	  0.00	1000.00	  0.00	((YGR037C) and (YKL182W) and (YNR016C) and (YPL231W))	
r_0468	(1) s_0833 + (1) s_1264 -> (1) s_0681	irreversible	NA	  0.00	1000.00	  0.00	(YOR176W)	
r_0469	(2) s_0680 + (1) s_0802 -> (2) s_0679	irreversible	NA	  0.00	1000.00	  0.00	(((YEL039C) and (YKR066C)) or ((YJR048W) and (YKR066C)))	
r_0470	(4) s_0680 + (1) s_1163 -> (4) s_0679	irreversible	NA	  0.00	1000.00	  0.00	(((Q0045) and (Q0250) and (Q0275) and (YDL067C) and (YEL039C) and (YGL187C) and (YGL191W) and (YHR051W) and (YIL111W) and (YLR038C) and (YLR395C) and (YMR256C)) or ((Q0045) and (Q0250) and (Q0275) and (YDL067C) and (YEL039C) and (YGL187C) and (YGL191W) and (YHR051W) and (YLR038C) and (YLR395C) and (YMR256C) and (YNL052W)) or ((Q0045) and (Q0250) and (Q0275) and (YDL067C) and (YGL187C) and (YGL191W) and (YHR051W) and (YIL111W) and (YJR048W) and (YLR038C) and (YLR395C) and (YMR256C)) or ((Q0045) and (Q0250) and (Q0275) and (YDL067C) and (YGL187C) and (YGL191W) and (YHR051W) and (YJR048W) and (YLR038C) and (YLR395C) and (YMR256C) and (YNL052W)))	
r_0471	(2) s_0679 + (1) s_1409 -> (2) s_0680 + (1) s_1410	irreversible	NA	  0.00	1000.00	  0.00	(((Q0105) and (YBL045C) and (YDR529C) and (YEL024W) and (YEL039C) and (YFR033C) and (YGR183C) and (YHR001W-A) and (YJL166W) and (YOR065W) and (YPR191W)) or ((Q0105) and (YBL045C) and (YDR529C) and (YEL024W) and (YFR033C) and (YGR183C) and (YHR001W-A) and (YJL166W) and (YJR048W) and (YOR065W) and (YPR191W)))	
r_0472	(1) s_0446 + (1) s_0683 -> (1) s_0605 + (1) s_0657	irreversible	NA	  0.00	1000.00	  0.00	(YDL045C)	
r_0473	(1) s_0449 + (1) s_0685 -> (1) s_0608 + (1) s_0658	irreversible	NA	  0.00	1000.00	  0.00		
r_0474	(1) s_1087 + (1) s_0683 -> (1) s_1082 + (1) s_0686	irreversible	NA	  0.00	1000.00	  0.00	(YLR011W)	
r_0475	(1) s_1096 + (1) s_0683 -> (1) s_1091 + (1) s_0686	irreversible	NA	  0.00	1000.00	  0.00	(YLR011W)	
r_0476	(1) s_1082 + (1) s_0688 + (1) s_0717 <-> (1) s_1087 + (1) s_1298	reversible	NA	-1000.00	1000.00	  0.00	(YDL168W)	
r_0477	(1) s_0689 + (1) s_1410 -> (1) s_0470 + (1) s_1409	irreversible	NA	  0.00	1000.00	  0.00		
r_0478	(1) s_1082 + (1) s_0689 -> (1) s_1087 + (1) s_0470	irreversible	NA	  0.00	1000.00	  0.00	((YOR388C) or (YPL275W) or (YPL276W))	
r_0479	(1) s_0446 + (1) s_0689 + (1) s_0309 -> (1) s_0400 + (1) s_1207 + (1) s_0122	irreversible	NA	  0.00	1000.00	  0.00	(YGR204W)	
r_0480	(1) s_0449 + (1) s_0310 + (1) s_0691 -> (1) s_1211 + (1) s_0403 + (1) s_0123	irreversible	NA	  0.00	1000.00	  0.00	(YBR084W)	
r_0481	(1) s_0446 + (1) s_0538 -> (1) s_0400 + (1) s_0537	irreversible	NA	  0.00	1000.00	  0.00		
r_0482	(1) s_0454 -> (1) s_1207 + (1) s_0539	irreversible	NA	  0.00	1000.00	  0.00	(YJL155C)	
r_0483	(1) s_0537 -> (1) s_1207 + (1) s_0539	irreversible	NA	  0.00	1000.00	  0.00	(YLR377C)	
r_0484	(1) s_0537 <-> (1) s_0735 + (1) s_0731	reversible	NA	-1000.00	1000.00	  0.00	(YKL060C)	
r_0485	(1) s_0692 <-> (1) s_0069	reversible	NA	-1000.00	1000.00	  0.00	(YPL262W)	
r_0486	(1) s_0694 <-> (1) s_0071	reversible	NA	-1000.00	1000.00	  0.00	(YPL262W)	
r_0487	(1) s_0692 + (1) s_0064 -> (1) s_1154 + (1) s_1338	irreversible	NA	  0.00	1000.00	  0.00	(YKL216W)	
r_0488	(1) s_0660 + (1) s_0694 -> (1) s_0658 + (1) s_1340	irreversible	NA	  0.00	1000.00	  0.00	((YJR051W) or ((YDR178W) and (YJL045W) and (YKL141W) and (YLL041C)) or ((YDR178W) and (YKL141W) and (YKL148C) and (YLL041C)))	
r_0489	(1) s_0692 + (1) s_0686 <-> (1) s_0683 + (1) s_1338	reversible	NA	-1000.00	1000.00	  0.00	(YEL047C)	
r_0490	(1) s_0694 + (1) s_0687 <-> (1) s_0685 + (1) s_1340	reversible	NA	-1000.00	1000.00	  0.00	(YJR051W)	
r_0491	(1) s_0863 + (1) s_0717 -> (1) s_0891 + (1) s_0895	irreversible	NA	  0.00	1000.00	  0.00	(YLR299W)	
r_0492	(1) s_0446 + (1) s_0540 -> (1) s_0400 + (1) s_0420	irreversible	NA	  0.00	1000.00	  0.00	(YBR020W)	
r_0493	(1) s_1430 + (1) s_0420 <-> (1) s_0605 + (1) s_1413	reversible	NA	-1000.00	1000.00	  0.00	(YBR018C)	
r_0494	(1) s_0446 + (1) s_0899 + (1) s_0889 -> (1) s_0400 + (1) s_1207 + (1) s_0896	irreversible	NA	  0.00	1000.00	  0.00	(YJL101C)	
r_0495	(1) s_0850 + (1) s_0194 -> (1) s_0605 + (1) s_1196	irreversible	NA	  0.00	1000.00	  0.00		
r_0496	(1) s_0850 + (1) s_0712 -> (1) s_0605 + (1) s_0195	irreversible	NA	  0.00	1000.00	  0.00	(YJL167W)	
r_0497	(1) s_0743 -> (1) s_0545	irreversible	NA	  0.00	1000.00	  0.00	(YPR184W)	
r_0498	(1) s_0744 -> (1) s_0548	irreversible	NA	  0.00	1000.00	  0.00	(YIL099W)	
r_0499	(1) s_0446 + (1) s_0545 -> (1) s_0400 + (1) s_0455	irreversible	NA	  0.00	1000.00	  0.00	(YCL040W)	
r_0500	(1) s_0422 -> (1) s_0430 + (1) s_0539	irreversible	NA	  0.00	1000.00	  0.00		
r_0501	(1) s_1091 + (1) s_0410 -> (1) s_1096 + (1) s_0342	irreversible	NA	  0.00	1000.00	  0.00	(YNL241C)	
r_0502	(1) s_1092 + (1) s_0411 -> (1) s_1097 + (1) s_0343	irreversible	NA	  0.00	1000.00	  0.00		
r_0503	(1) s_0410 <-> (1) s_0455	reversible	NA	-1000.00	1000.00	  0.00	(YBR196C)	
r_0504	(1) s_0455 <-> (1) s_0539	reversible	NA	-1000.00	1000.00	  0.00	(YBR196C)	
r_0505	(1) s_0410 <-> (1) s_0539	reversible	NA	-1000.00	1000.00	  0.00	(YBR196C)	
r_0506	(1) s_0446 + (1) s_0899 -> (1) s_0400 + (1) s_0894	irreversible	NA	  0.00	1000.00	  0.00	(YDR300C)	
r_0507	(1) s_0899 -> (1) s_0470 + (1) s_0701	irreversible	NA	  0.00	1000.00	  0.00	(YMR250W)	
r_0508	(1) s_1082 + (1) s_0899 -> (1) s_1087 + (1) s_0430 + (1) s_0185	irreversible	NA	  0.00	1000.00	  0.00	(YDL215C)	
r_0509	(1) s_0430 + (1) s_1096 + (1) s_0185 -> (1) s_1091 + (1) s_0899	irreversible	NA	  0.00	1000.00	  0.00	((YAL062W) or (YOR375C))	
r_0510	(1) s_1087 + (1) s_0185 + (1) s_0907 -> (1) s_1082 + (2) s_0899	irreversible	NA	  0.00	1000.00	  0.00	(YDL171C)	
r_0511	(1) s_1096 + (1) s_0894 -> (1) s_1207 + (1) s_1091 + (1) s_0905	irreversible	NA	  0.00	1000.00	  0.00	(YOR323C)	
r_0512	(1) s_1087 + (1) s_0894 -> (1) s_1082 + (1) s_1207 + (1) s_0905	irreversible	NA	  0.00	1000.00	  0.00	(YOR323C)	
r_0513	(1) s_0907 -> (1) s_0430 + (1) s_0899	irreversible	NA	  0.00	1000.00	  0.00		
r_0514	(1) s_0907 + (1) s_0331 -> (1) s_0899 + (1) s_0605 + (1) s_0333	irreversible	NA	  0.00	1000.00	  0.00	(YMR300C)	
r_0515	(1) s_0446 + (1) s_0430 + (1) s_0899 -> (1) s_0400 + (1) s_1207 + (1) s_0907	irreversible	NA	  0.00	1000.00	  0.00	(YPR035W)	
r_0516	(1) s_0907 + (1) s_0539 -> (1) s_0899 + (1) s_0422	irreversible	NA	  0.00	1000.00	  0.00	(YKL104C)	
r_0517	(1) s_0446 + (1) s_0907 -> (1) s_0434 + (1) s_0605 + (1) s_0714	irreversible	NA	  0.00	1000.00	  0.00	(YOR168W)	
r_0518	(1) s_0446 + (1) s_0899 -> (1) s_0434 + (1) s_0605 + (1) s_0715	irreversible	NA	  0.00	1000.00	  0.00	(YGL245W)	
r_0519	(1) s_0901 + (1) s_0449 -> (1) s_0435 + (1) s_0608 + (1) s_0716	irreversible	NA	  0.00	1000.00	  0.00	(YOL033W)	
r_0520	(1) s_1096 + (1) s_0721 -> (1) s_1091 + (2) s_0717	irreversible	NA	  0.00	1000.00	  0.00	(((YCL035C) and (YPL091W)) or ((YDR098C) and (YPL091W)) or ((YDR513W) and (YPL091W)) or ((YER174C) and (YPL091W)))	
r_0521	(1) s_1098 + (1) s_0723 -> (1) s_1094 + (2) s_0719	irreversible	NA	  0.00	1000.00	  0.00	((YPL059W) and (YPL091W))	
r_0522	(1) s_0801 + (2) s_0717 <-> (1) s_0721	reversible	NA	-1000.00	1000.00	  0.00	((YBR244W) or (YCL035C) or (YDR513W) or (YIR037W) or (YKL026C))	
r_0523	(1) s_0802 + (2) s_0719 <-> (1) s_0723	reversible	NA	-1000.00	1000.00	  0.00	(YPL059W)	
r_0524	(1) s_0446 + (1) s_0740 + (1) s_0896 -> (1) s_0400 + (1) s_1207 + (1) s_0717	irreversible	NA	  0.00	1000.00	  0.00	(YOL049W)	
r_0525	(1) s_1082 + (1) s_1207 + (1) s_0731 <-> (1) s_1087 + (1) s_0265	reversible	NA	-1000.00	1000.00	  0.00	((YGR192C) or (YJL052W) or (YJR009C))	
r_0526	(1) s_1091 + (1) s_0732 -> (1) s_1096 + (1) s_0734	irreversible	NA	  0.00	1000.00	  0.00	(YOR120W)	
r_0527	(1) s_0446 + (1) s_0732 -> (1) s_0400 + (1) s_1315	irreversible	NA	  0.00	1000.00	  0.00	(YHL032C)	
r_0528	(1) s_1315 -> (1) s_1207 + (1) s_0732	irreversible	NA	  0.00	1000.00	  0.00	((YER062C) or (YIL053W))	
r_0529	(1) s_0658 + (1) s_1318 -> (1) s_0660 + (1) s_0738	irreversible	NA	  0.00	1000.00	  0.00	(YIL155C)	
r_0530	(1) s_1087 + (1) s_0735 -> (1) s_1082 + (1) s_1315	irreversible	NA	  0.00	1000.00	  0.00	((YDL022W) or (YOL059W))	
r_0531	(1) s_1089 + (1) s_0738 -> (1) s_1084 + (1) s_1318	irreversible	NA	  0.00	1000.00	  0.00	(YOL059W)	
r_0532	(1) s_0386 + (1) s_0736 <-> (1) s_0515 + (1) s_0388	reversible	NA	-1000.00	1000.00	  0.00	((YBL011W) or (YKR067W))	
r_0533	(1) s_0387 + (1) s_0737 <-> (1) s_0516 + (1) s_0389	reversible	NA	-1000.00	1000.00	  0.00	(YKR067W)	
r_0534	(1) s_0386 + (1) s_1316 <-> (1) s_0083 + (1) s_0515	reversible	NA	-1000.00	1000.00	  0.00	((YBL011W) or (YKR067W))	
r_0535	(1) s_0387 + (1) s_1317 <-> (1) s_0516 + (1) s_0084	reversible	NA	-1000.00	1000.00	  0.00	(YKR067W)	
r_0536	(1) s_1311 -> (1) s_0497 + (1) s_1315	irreversible	NA	  0.00	1000.00	  0.00	(YPL110C)	
r_0537	(1) s_0514 + (1) s_0860 -> (1) s_0380 + (1) s_0740	irreversible	NA	  0.00	1000.00	  0.00		
r_0538	(1) s_1084 + (1) s_0742 + (1) s_0310 -> (1) s_1089 + (1) s_0474 + (1) s_0308 + (1) s_0432	irreversible	NA	  0.00	1000.00	  0.00	((YAL044C) and (YDR019C) and (YFL018C) and (YMR189W))	
r_0539	(1) s_0309 + (1) s_0943 <-> (1) s_0307 + (1) s_0740	reversible	NA	-1000.00	1000.00	  0.00	(YLR058C)	
